Landing Page,Month of Year,Sessions,New Users,Bounces,Pageviews,Avg. Session Duration,Transactions
/global/country23/region4,201709,"1,885",844,325,"9,877",0:05:18,0
/global/country23/region4,201702,"2,596","1,193",532,"13,499",0:05:54,7
/global/country23/region4,201703,"2,720","1,203",550,"14,661",0:05:59,7
/global/country23/region4,201704,"2,839","1,324",605,"14,451",0:05:32,7
/global/country23/region4,201708,"3,205","1,287",567,"17,147",0:05:27,6
/global/country23/region4,201701,"3,481","1,628",891,Null,0:05:29,9
/global/country23/region4,201705,"3,561","1,520",675,"18,090",0:05:41,11
/global/country23/region4,201706,"3,730","1,613",720,"18,464",0:05:17,6
/global/country23/region4,201707,"4,241","1,744",762,"21,417",0:05:09,9
/global/country23/region4/resort1,201701,844,372,209,"4,524",0:05:30,2
/global/country23/region4/resort1,201705,858,333,179,"4,264",0:04:56,2
/global/country23/region4/resort1,201706,884,346,177,"4,473",0:05:12,2
/global/country23/region4/resort1,201708,938,390,227,"4,474",0:04:36,0
/global/country23/region4/resort1,201707,"1,099",471,240,"5,319",0:05:12,2
/global/country23/region4/resort2,201710,"1,684",751,345,"7,982",0:04:13,2
/global/country23/region4/resort2,201709,"2,172",941,429,"10,990",0:04:51,7
/global/country23/region4/resort2,201702,"2,665","1,141",645,"13,032",0:05:21,4
/global/country23/region4/resort2,201703,"2,944","1,331",600,"14,426",0:05:17,6
/global/country23/region4/resort2,201708,"3,477","1,387",610,"17,698",0:04:48,8
/global/country23/region4/resort2,201704,"3,667","1,670",706,"19,508",0:05:11,6
/global/country23/region4/resort2,201701,"3,868","1,777","1,006","20,578",0:05:26,7
/global/country23/region4/resort2,201706,"3,922","1,612",725,"19,688",0:04:49,9
/global/country23/region4/resort2,201705,"4,300","1,895",821,"20,554",0:04:53,13
/global/country23/region4/resort2,201707,"4,375","1,659",711,"22,400",0:04:41,8
/global/country23/region4/resort3,201702,801,287,188,"4,606",0:06:04,3
/global/country23/region4/resort3,201708,919,335,178,"4,503",0:04:19,2
/global/country23/region4/resort3,201706,986,344,198,"4,871",0:04:38,3
/global/country23/region4/resort3,201703,997,379,229,"5,503",0:05:18,1
/global/country23/region4/resort3,201705,"1,022",419,222,"4,946",0:04:56,1
/global/country23/region4/resort3,201704,"1,038",369,226,"5,335",0:04:54,3
/global/country23/region4/resort3,201707,"1,211",457,269,"6,152",0:04:27,1
/global/country23/region4/resort4,201708,789,355,194,"3,590",0:04:44,0
/global/country23/region4/resort4,201704,790,356,166,"3,745",0:05:13,2
/global/country23/region4/resort4,201701,923,436,207,"4,726",0:05:49,2
/global/country23/region4/resort4,201705,994,450,223,"4,453",0:04:26,4
/global/country23/region4/resort4,201706,"1,068",460,246,"4,635",0:04:27,6
/global/country23/region4/resort4,201707,"1,157",515,244,"5,739",0:05:00,1
/global/country23/region5,201701,"1,049",545,273,"4,448",0:04:17,0
/global/country23/region6,201710,"4,230","1,814",737,"21,488",0:05:05,5
/global/country23/region6,201709,"6,597","2,708","1,080","34,041",0:05:31,10
/global/country23/region6,201705,"9,003","3,758","1,672","44,025",0:05:14,16
/global/country23/region6,201706,"9,599","3,750","1,619","46,843",0:05:00,20
/global/country23/region6,201708,"9,725","3,977","1,680","47,653",0:04:54,12
/global/country23/region6,201702,"9,837","4,239","2,337","47,611",0:05:19,27
/global/country23/region6,201704,"10,061","4,304","1,992","48,393",0:04:58,20
/global/country23/region6,201707,"10,635","4,202","1,663","54,558",0:05:26,14
/global/country23/region6,201701,"13,905","6,246","3,657","69,803",0:05:18,23
/global/country23/region6/resort1,201710,"1,455",581,151,"8,294",0:06:07,10
/global/country23/region6/resort1,201709,"2,032",900,202,"11,115",0:05:57,5
/global/country23/region6/resort1,201705,"2,170",859,193,"12,868",0:07:06,8
/global/country23/region6/resort1,201706,"2,289",904,237,"12,498",0:06:05,4
/global/country23/region6/resort1,201708,"2,494","1,047",237,"14,316",0:06:06,15
/global/country23/region6/resort1,201707,"2,629","1,052",224,"15,459",0:06:27,4
/global/country23/region6/resort1,201704,"2,888","1,076",334,"15,797",0:06:04,5
/global/country23/region6/resort1,201702,"3,307","1,297",657,"16,502",0:05:20,6
/global/country23/region6/resort1,201701,"4,156","1,789",864,"22,484",0:05:44,15
/global/country23/region6/resort2,201705,993,395,111,"5,591",0:06:23,3
/global/country23/region6/resort2,201706,"1,070",464,130,"5,703",0:06:09,5
/global/country23/region6/resort2,201708,"1,083",472,107,"5,946",0:06:00,2
/global/country23/region6/resort2,201707,"1,167",490,140,"6,045",0:06:11,3
/global/country23/region6/resort2,201704,"1,713",753,307,"8,565",0:05:23,1
/global/country23/region6/resort2,201703,"2,324","1,095",485,"10,737",0:05:16,10
/global/country23/region6/resort2,201702,"2,328","1,009",511,"10,523",0:05:12,5
/global/country23/region6/resort2,201701,"2,415","1,091",547,"12,341",0:05:19,6
/global/country23/region6/resort3,201709,"8,569","3,511","2,163","36,247",0:03:48,45
/global/country23/region6/resort3,201710,"10,116","4,398","2,529","39,351",0:03:19,38
/global/country23/region6/resort3,201708,"11,716","4,832","3,007","46,747",0:03:40,55
/global/country23/region6/resort3,201706,"13,193","6,289","3,781","50,529",0:03:31,53
/global/country23/region6/resort3,201704,"13,258","6,570","3,783","53,032",0:03:44,63
/global/country23/region6/resort3,201705,"13,868","6,936","3,896","53,392",0:03:39,65
/global/country23/region6/resort3,201702,"13,879","7,187","5,021","48,577",0:03:24,47
/global/country23/region6/resort3,201703,"14,378","7,278","4,845","53,199",0:03:36,67
/global/country23/region6/resort3,201707,"16,148","7,861","4,455","62,654",0:03:28,77
/global/country23/region6/resort3,201701,"19,155","10,432","7,457","69,341",0:03:14,88
/global/country23/region6/resort4,201710,"4,716","2,223",935,"21,788",0:04:16,9
/global/country23/region6/resort4,201709,"7,760","3,559","1,488","35,463",0:04:16,13
/global/country23/region6/resort4,201708,"10,974","4,761","2,221","49,493",0:03:53,12
/global/country23/region6/resort4,201703,"11,539","5,307","3,551","46,502",0:03:57,11
/global/country23/region6/resort4,201702,"11,956","5,656","3,720","48,900",0:04:02,12
/global/country23/region6/resort4,201707,"14,472","6,546","3,056","62,808",0:03:53,20
/global/country23/region6/resort4,201706,"15,359","6,815","3,285","65,890",0:03:55,12
/global/country23/region6/resort4,201705,"16,216","7,357","3,611","71,837",Null,17
/global/country23/region6/resort4,201701,"26,557","13,874","8,602","113,133",0:03:47,30
/global/country23/region6/resort4,201701,"26,557","13,874","8,602","113,133",0:03:47,30
/global/country23/region6/resort5,201709,854,409,114,"4,185",0:05:24,1
/global/country23/region6/resort5,201705,961,451,143,"4,920",0:05:50,3
/global/country23/region6/resort5,201706,"1,079",507,155,"5,093",0:05:30,1
/global/country23/region6/resort5,201708,"1,148",536,149,"5,820",0:05:40,1
/global/country23/region6/resort5,201707,"1,262",589,173,"6,184",0:05:15,4
/global/country23/region6/resort5,201704,"2,059","1,021",431,"9,018",0:04:30,1
/global/country23/region6/resort5,201702,"2,074","1,003",502,"8,483",0:04:18,1
/global/country23/region6/resort5,201703,"2,401","1,124",586,"9,844",0:04:08,0
/global/country23/region6/resort5,201701,"2,748","1,403",655,"12,641",0:04:49,4
/global/country23/region6/resort6,201709,943,436,223,"4,140",0:03:56,0
/global/country23/region6/resort6,201708,"1,277",585,249,"5,989",0:04:27,2
/global/country23/region6/resort6,201702,"1,294",584,356,"5,551",0:04:09,3
/global/country23/region6/resort6,201703,"1,376",622,376,"5,724",0:04:14,2
/global/country23/region6/resort6,201704,"1,510",706,297,"6,901",0:04:23,2
/global/country23/region6/resort6,201707,"1,574",722,321,"7,052",0:04:21,1
/global/country23/region6/resort6,201706,"1,764",762,342,"7,603",0:04:04,1
/global/country23/region6/resort6,201705,"1,855",822,352,"8,681",0:04:33,3
/global/country23/region6/resort6,201701,"1,903",854,461,"9,287",0:04:43,0
/global/country23/region6/resort7,201710,"1,970",791,318,"10,008",0:05:18,3
/global/country23/region6/resort7,201702,"2,335",889,506,"11,371",0:05:30,6
/global/country23/region6/resort7,201709,"2,543",983,373,"12,995",0:05:14,9
/global/country23/region6/resort7,201703,"2,765","1,122",580,"13,466",0:05:23,7
/global/country23/region6/resort7,201701,"2,879","1,155",586,"16,209",0:05:51,12
/global/country23/region6/resort7,201704,"3,110","1,213",539,"16,234",0:05:32,13
/global/country23/region6/resort7,201708,"3,159","1,200",Null,"15,827",0:05:02,7
/global/country23/region6/resort7,201705,"3,434","1,379",563,"17,136",0:05:25,11
/global/country23/region6/resort7,201706,"3,662","1,393",616,"18,310",0:05:20,9
/global/country23/region6/resort7,201707,"4,019","1,591",620,"20,537",0:05:32,10
/global/country23/region7,201708,"1,288",503,275,"6,002",0:04:35,3
/global/country23/region7,201703,"1,491",619,414,"6,903",0:05:16,1
/global/country23/region7,201706,"1,560",672,326,"7,519",0:05:06,2
/global/country23/region7,201705,"1,617",631,343,"7,778",0:05:36,3
/global/country23/region7,201707,"1,799",679,328,"8,923",0:05:05,2
/global/country23/region7,201702,"1,945",872,573,"8,247",0:04:51,1
/global/country23/region7,201701,"2,258","1,030",624,"11,855",0:05:40,3
/global/country23/region7,201704,"2,515",965,580,"12,223",0:05:20,3
/global/country23/region7/resort1,201708,812,485,430,"2,265",0:02:12,2
/global/country23/region7/resort2,201709,"5,295","2,674","1,140","24,728",0:04:07,4
/global/country23/region7/resort2,201708,"7,931","4,096","1,694","36,562",0:03:59,8
/global/country23/region7/resort2,201702,"9,416","4,760","2,963","38,888",0:03:58,11
/global/country23/region7/resort2,201706,"10,005","4,944","2,176","44,422",0:03:55,12
/global/country23/region7/resort2,201707,"10,549","5,201","2,248","47,892",0:04:00,10
/global/country23/region7/resort2,201705,"10,640","5,381","2,340","48,625",0:04:14,21
/global/country23/region7/resort2,201703,"10,878","5,501","3,063","47,646",0:04:14,16
/global/country23/region7/resort2,201704,"12,807","6,521","2,939","58,528",0:04:13,17
/global/country23/region7/resort2,201701,"14,158","7,407","4,725","62,862",0:04:02,15
/global/country23/region7/resort3,201710,"4,322","1,894",496,"23,944",0:05:17,10
/global/country23/region7/resort3,201709,"5,889","2,510",687,"32,154",0:05:12,13
/global/country23/region7/resort3,201708,"8,807","3,635","1,006","47,294",0:05:00,18
/global/country23/region7/resort3,201702,"8,818","3,779","1,822","44,619",0:05:43,19
/global/country23/region7/resort3,201703,"9,254","4,005","1,662","46,918",0:05:42,31
/global/country23/region7/resort3,201704,"12,181","5,227","1,774","65,047",0:05:31,27
/global/country23/region7/resort3,201707,"12,519","5,085","1,407","66,851",0:05:12,25
/global/country23/region7/resort3,201706,"14,287","5,978","1,826","73,007",0:04:56,25
/global/country23/region7/resort3,201705,"15,433","6,631","2,042","82,258",0:05:21,36
/global/country23/region7/resort3,201701,"16,664",Null,"3,919","90,985",0:05:34,26
/global/country23/region7/resort4,201701,952,466,260,"4,217",0:04:12,2
/global/country24,201710,"3,202","1,673","2,067","6,468",0:02:07,0
/global/country24,201705,"3,483","1,789",731,"16,788",0:03:22,1
/global/country24,201709,"3,518","1,814","2,180","7,458",0:02:09,0
/global/country24,201706,"3,530","1,787",727,"16,520",0:03:27,0
/global/country24,201704,"3,613","1,959",749,"17,848",0:03:45,0
/global/country24,201708,"3,933","1,908","2,375","8,574",0:02:03,0
/global/country24,201702,"3,934","2,167",836,"19,198",0:03:56,0
/global/country24,201707,"4,020","2,029","2,085","11,618",0:02:33,0
/global/country24,201703,"4,071","2,289",862,"19,663",0:03:43,0
/global/country24/region1,201710,802,379,544,"1,428",0:01:47,0
/global/country24/region1,201701,"1,285",637,150,"7,247",0:04:40,1
/global/country25,201704,892,463,409,"3,372",0:03:29,1
/global/country25,201703,965,508,496,Null,0:03:23,0
/global/country25,201702,"1,049",580,552,"3,220",0:02:47,1
/global/country25,201705,"1,281",658,724,"4,176",0:02:45,1
/global/country25,201706,"1,423",690,797,"4,411",0:02:42,0
/global/country25,201708,"3,269","1,589","1,736","10,363",0:02:31,0
/global/country25,201707,"3,638","1,783","2,196","10,259",0:02:21,1
/global/country25,201710,"4,034","2,077",466,"20,815",0:03:15,2
/global/country25,201709,"5,008","2,518",719,"26,092",0:03:41,2
/global/country26,201710,"21,731","10,439","2,840","122,780",0:05:27,32
/global/country26,201702,"22,033","10,357","4,283","117,216",0:05:32,45
/global/country26,201703,"23,954","11,528","3,938","128,873",0:05:31,49
/global/country26,201701,"25,016","12,294","6,066","134,336",0:05:07,49
/global/country26,201709,"28,284","12,674","3,448","158,673",0:05:31,53
/global/country26,201704,"30,077","14,464","4,581","166,025",0:05:31,67
/global/country26,201708,"41,240","18,539","5,118","224,346",0:05:14,67
/global/country26,201705,"41,914","19,536","5,843","225,497",0:05:32,65
/global/country26,201706,"45,302","20,588","6,247","233,758",0:05:07,62
/global/country26,201707,"59,501","27,482","7,979","308,215",0:04:51,68
/global/country26/region1,201701,"2,123","1,030",549,"11,443",0:05:11,5
/global/country26/region1,201702,"2,314","1,088",431,"12,357",0:05:32,8
/global/country26/region1,201703,"3,002","1,409",447,"16,661",0:06:08,13
/global/country26/region1,201710,"3,226","1,474",484,"17,356",0:05:09,6
/global/country26/region1,201704,"4,207","2,013",690,"22,381",0:05:17,8
/global/country26/region1,201709,"4,350","1,902",586,"24,186",0:05:39,18
/global/country26/region1,201705,"5,445","2,630",827,"28,532",Null,10
/global/country26/region1,201708,"5,766","2,522",829,"31,655",0:05:21,13
/global/country26/region1,201706,"5,945","2,787",930,"31,033",0:05:10,11
/global/country26/region1,201707,"8,615","4,017","1,178","44,453",0:04:55,14
/global/country26/region2,201710,"1,047",429,162,"5,214",0:04:27,4
/global/country26/region2,201702,"1,584",748,280,"7,825",0:04:28,4
/global/country26/region2,201709,"1,616",674,216,"8,161",0:04:38,6
/global/country26/region2,201703,"1,788",916,247,"9,405",0:04:42,5
/global/country26/region2,201701,"1,934",915,507,"9,012",0:03:46,3
/global/country26/region2,201704,"2,223","1,127",335,"10,670",0:04:17,10
/global/country26/region2,201708,"2,652","1,148",347,"12,836",0:04:00,5
/global/country26/region2,201705,"2,871","1,436",420,"13,723",0:04:17,7
/global/country26/region2,201706,"3,214","1,562",521,"14,977",0:04:09,8
/global/country26/region2,201707,"4,407","2,078",628,"21,110",0:03:57,8
/global/country26/region2/resort1,201708,789,345,100,"4,040",0:04:00,2
/global/country26/region2/resort1,201706,930,377,157,"4,352",0:03:53,5
/global/country26/region2/resort1,201707,"1,077",472,169,"5,288",0:03:58,2
/global/country26/region2/resort2,201706,"1,007",468,207,"4,773",0:04:30,0
/global/country26/region2/resort2,201707,"1,206",482,235,"5,946",0:04:48,0
/global/country26/region3,201703,"2,794","1,262",379,"13,411",0:04:07,12
/global/country26/region3,201710,"2,819","1,086",378,"13,165",0:03:31,10
/global/country26/region3,201702,"2,885","1,344",499,"12,867",0:03:51,10
/global/country26/region3,201709,"3,287","1,176",470,"15,383",0:03:52,17
/global/country26/region3,201704,"3,320","1,505",452,"15,704",0:03:59,19
/global/country26/region3,201701,"3,744","1,871",913,"16,361",0:03:22,14
/global/country26/region3,201705,"4,731","2,110",633,"22,094",0:04:02,31
/global/country26/region3,201708,"5,432","2,083",747,"25,313",0:03:57,15
/global/country26/region3,201706,"5,484","2,432",809,"24,513",0:03:44,22
/global/country26/region3,201707,"8,173","3,590","1,134","35,798",0:03:29,27
/global/country26/region3/resort1,201709,804,321,110,"4,390",0:05:44,4
/global/country26/region3/resort1,201704,919,382,121,"4,797",0:05:44,3
/global/country26/region3/resort1,201708,"1,166",430,125,"6,320",0:05:35,4
/global/country26/region3/resort1,201705,"1,201",499,161,"5,897",0:04:50,5
/global/country26/region3/resort1,201706,"1,335",535,177,"6,528",0:05:29,2
/global/country26/region3/resort1,201707,"1,569",629,187,"7,578",0:04:50,1
/global/country26/region3/resort2,201702,"2,237",935,473,"11,409",0:05:26,4
/global/country26/region3/resort2,201701,"2,716","1,207",638,"15,210",0:05:05,3
/global/country26/region3/resort2,201703,"2,800","1,242",556,"14,588",0:05:24,8
/global/country26/region3/resort2,201710,"3,160","1,385",544,"15,990",0:04:18,4
/global/country26/region3/resort2,201704,"4,035",Null,757,"20,498",0:05:08,13
/global/country26/region3/resort2,201705,"5,572","2,359",909,"28,919",0:05:12,15
/global/country26/region3/resort2,201706,"5,858","2,421","1,036","29,231",0:04:41,10
/global/country26/region3/resort2,201708,"5,906","2,448",971,"29,884",0:04:32,10
/global/country26/region3/resort2,201707,"7,648","3,389","1,302","37,552",0:04:37,8
/global/country26/region3/resort3,201702,"1,238",533,189,"6,772",0:06:06,4
/global/country26/region3/resort3,201701,"1,267",569,239,"7,273",0:05:42,4
/global/country26/region3/resort3,201710,"1,562",679,246,"8,029",0:05:10,3
/global/country26/region3/resort3,201703,"1,696",720,322,"9,158",0:06:01,4
/global/country26/region3/resort3,201704,"2,277",966,371,"12,706",0:05:36,8
/global/country26/region3/resort3,201709,"2,457","1,122",415,"12,826",0:05:23,2
/global/country26/region3/resort3,201705,"2,852","1,209",442,"15,201",0:05:49,4
/global/country26/region3/resort3,201706,"3,039","1,275",482,"14,739",0:05:04,6
/global/country26/region3/resort3,201708,"3,226","1,362",504,"16,549",0:05:07,7
/global/country27/region1,201706,"3,468","1,857",383,"17,617",0:04:31,0
/global/country27/region1,201710,"3,679","2,068",406,"18,469",0:04:26,3
/global/country27/region1,201707,"4,295","2,224",494,"21,389",0:04:16,3
/global/country27/region1,201709,"4,375","2,324",416,"21,963",0:04:43,2
/global/country27/region1,201708,"4,438","2,387",447,"21,169",0:04:01,0
/global/country27/region1,201703,"5,308","3,099",760,"26,646",0:04:47,0
/global/country27/region1,201705,"5,418","2,924",567,"27,198",0:04:21,2
/global/country27/region1,201702,"5,463","3,087",845,"26,441",0:04:39,2
/global/country27/region1,201701,"7,956","4,708","1,577","39,939",0:04:36,2
/global/country3,201709,"1,139",511,313,"5,479",0:05:33,2
/global/country3,201703,"1,403",569,369,"7,197",0:06:21,3
/global/country3,201702,"1,605",609,606,"7,800",0:05:58,3
/global/country3,201704,"1,685",770,405,"8,931",0:06:23,5
/global/country3,201706,"1,892",849,465,"9,384",0:05:18,1
/global/country3,201707,"1,922",832,422,"10,302",0:06:15,1
/global/country3,201705,"1,931",822,433,"10,022",0:06:08,4
/global/country3,201708,"2,069",856,426,"10,717",0:05:51,2
/global/country3,201701,"2,331",903,854,"11,562",0:05:47,8
/global/country3/region1,201710,"16,929","8,905","2,891","81,259",0:04:11,18
/global/country3/region1,201709,"26,072","13,023","3,726","127,492",0:04:13,44
/global/country3/region1,201702,"39,328","20,691","7,980","185,235",0:04:46,113
/global/country3/region1,201703,"42,202","22,298","6,761","207,634",0:04:49,133
/global/country3/region1,201704,"42,732","21,944","6,444","209,814",0:04:35,139
/global/country3/region1,201708,"50,493","24,639","6,342","244,386",0:04:02,99
/global/country3/region1,201705,"55,931","27,933","7,730","271,825",0:04:27,155
/global/country3/region1,201706,"57,944","28,891","7,625","276,972",0:04:18,179
/global/country3/region1,201701,"59,126","32,446","12,192","304,499",0:04:56,127
/global/country3/region1,201707,"67,770","33,905","9,061","322,585",0:04:08,148
/global/country3/region1/resort1,201706,832,408,124,"3,769",0:04:17,0
/global/country3/region1/resort1,201705,847,393,124,"4,049",0:04:32,1
/global/country3/region1/resort1,201707,935,404,149,"4,208",0:04:15,3
/global/country3/region1/resort2,201708,789,360,129,"3,369",0:03:20,2
/global/country3/region1/resort2,201702,870,384,261,"3,471",0:03:35,2
/global/country3/region1/resort2,201705,958,441,163,"4,493",0:04:24,1
/global/country3/region1/resort2,201707,"1,105",481,177,"4,995",0:04:17,4
/global/country3/region1/resort2,201706,"1,145",496,172,"5,267",0:03:59,2
/global/country3/region1/resort2,201701,"1,893",953,494,"9,219",0:04:29,8
/global/country3/region1/resort3,201702,"1,041",485,218,"4,674",0:05:20,4
/global/country3/region1/resort3,201703,"1,110",535,213,"5,539",0:05:30,3
/global/country3/region1/resort3,201708,"1,114",531,192,"5,102",0:04:25,3
/global/country3/region1/resort3,201704,"1,214",568,231,"5,912",0:04:46,2
/global/country3/region1/resort3,201701,"1,269",595,316,"6,611",0:05:51,2
/global/country3/region1/resort3,201705,"1,477",683,233,"7,577",0:05:39,5
/global/country3/region1/resort3,201707,"1,489",683,217,"7,177",0:04:52,4
/global/country3/region1/resort3,201706,"1,668",739,252,"7,906",0:05:00,5
/global/country3/region2,201710,"27,316","12,175","4,250","136,853",0:04:32,48
/global/country3/region2,201709,"37,490","16,661","5,522","191,199",0:04:54,81
/global/country3/region2,201702,"48,753","20,222","12,247","229,139",0:05:09,129
/global/country3/region2,201701,"74,011","32,833","20,767","367,835",0:05:00,164
/global/country3/region2,201703,"75,939","32,052","15,636","384,251",0:05:18,167
/global/country3/region2,201704,"86,881","38,846","15,447","443,093",0:05:06,186
/global/country3/region2,201708,"90,870","39,004","12,622","457,076",0:04:30,131
/global/country3/region2,201705,"95,860","42,516","15,146","477,383",0:04:58,184
/global/country3/region2,201706,"98,910","42,715","14,955","478,724",0:04:38,156
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2,201707,"169,558","72,883","24,247","842,703",0:04:25,217
/global/country3/region2/resort1,201710,"1,971",851,283,"10,781",0:05:59,2
/global/country3/region2/resort1,201709,"3,212","1,505",545,"16,253",0:05:25,3
/global/country3/region2/resort1,201703,"4,387","1,870",817,"22,505",0:05:46,8
/global/country3/region2/resort1,201702,"4,390","1,793",816,"22,828",0:05:42,8
/global/country3/region2/resort1,201708,"5,089","2,153",784,"25,343",0:04:57,9
/global/country3/region2/resort1,201704,"5,323","2,264",798,"29,117",0:06:02,15
/global/country3/region2/resort1,201701,"6,371","2,710","1,197","37,525",0:06:04,12
/global/country3/region2/resort1,201707,"6,401","2,620",876,"32,389",0:05:12,8
/global/country3/region2/resort1,201706,"6,963","2,895",974,"35,442",0:05:19,12
/global/country3/region2/resort1,201705,"7,912","3,224","1,138","41,380",0:05:35,18
/global/country3/region2/resort2,201703,"1,043",488,184,"5,111",0:05:50,6
/global/country3/region2/resort2,201709,"1,168",533,188,"5,712",0:05:23,1
/global/country3/region2/resort2,201704,"1,552",742,297,"7,713",0:06:02,5
/global/country3/region2/resort2,201708,"1,728",767,222,"8,968",0:05:31,0
/global/country3/region2/resort2,201705,"2,161","1,018",382,"10,805",0:05:46,5
/global/country3/region2/resort2,201707,"2,229","1,000",343,"11,123",0:05:49,7
/global/country3/region2/resort2,201706,"2,284","1,038",366,"10,940",0:05:18,6
/global/country3/region2/resort3,201710,"1,786",876,358,"8,484",0:04:25,4
/global/country3/region2/resort3,201709,"2,697","1,294",591,"12,541",0:04:30,4
/global/country3/region2/resort3,201702,"3,626","1,860","1,010","15,664",0:04:47,10
/global/country3/region2/resort3,201703,"4,246","2,155","1,024","19,404",0:05:02,9
/global/country3/region2/resort3,201704,"4,954","2,483","1,073",Null,0:04:33,7
/global/country3/region2/resort3,201708,"5,540","2,620","1,016","26,038",0:04:34,11
/global/country3/region2/resort3,201705,"5,884","2,863","1,284","26,949",0:04:33,10
/global/country3/region2/resort3,201706,"7,657","3,483","1,596","32,695",0:04:02,4
/global/country3/region2/resort3,201707,"8,325","4,014","1,618","37,379",0:04:22,10
/global/country3/region2/resort3,201701,Null,"2,726","1,539","22,600",0:04:24,8
/global/country3/region2/resort4,201710,"5,200","2,817",929,"24,752",0:04:20,4
/global/country3/region2/resort4,201709,"7,014","3,583","1,295","32,966",0:04:06,8
/global/country3/region2/resort4,201708,"10,049","4,865","1,737","48,336",0:04:02,19
/global/country3/region2/resort4,201704,"14,119","6,554","2,589","71,583",0:04:48,46
/global/country3/region2/resort4,201703,"15,599","7,425","3,667","72,691",0:04:31,44
/global/country3/region2/resort4,201702,"15,758","7,460","4,073","72,172",0:04:26,47
/global/country3/region2/resort4,201707,"18,367","8,530","2,948","87,427",0:04:10,56
/global/country3/region2/resort4,201705,"18,572","8,468","3,007","92,860",0:04:32,63
/global/country3/region2/resort4,201706,"20,721","9,713","3,462","97,596",0:04:09,60
/global/country3/region2/resort4,201701,"30,166","14,924","7,894","150,830",0:04:35,41
/global/country3/region2/resort5,201710,951,391,118,"5,345",0:06:43,1
/global/country3/region2/resort5,201709,"1,344",520,136,"7,715",0:07:08,7
/global/country3/region2/resort5,201702,"1,555",626,247,"8,646",0:06:27,0
/global/country3/region2/resort5,201703,"1,735",691,240,"9,976",0:07:26,5
/global/country3/region2/resort5,201708,"1,846",724,197,"10,190",0:06:18,3
/global/country3/region2/resort5,201704,"1,971",794,221,"11,649",0:07:21,Null
/global/country3/region2/resort5,201701,"2,185",853,381,"13,372",0:06:59,3
/global/country3/region2/resort5,201706,"2,523","1,011",264,"14,179",0:06:27,10
/global/country3/region2/resort5,201707,"2,536",928,249,"14,354",0:06:25,8
/global/country3/region2/resort5,201705,"2,711","1,052",274,"15,941",0:07:07,6
/global/country3/region2/resort6,201702,810,405,166,"3,572",0:05:06,1
/global/country3/region2/resort6,201704,832,416,116,"4,177",0:05:45,0
/global/country3/region2/resort6,201709,899,496,156,"4,297",0:05:36,2
/global/country3/region2/resort6,201701,"1,043",502,238,"5,163",0:06:10,1
/global/country3/region2/resort6,201708,"1,218",639,211,"5,627",0:05:16,0
/global/country3/region2/resort6,201705,"1,459",684,249,"7,164",0:05:48,2
/global/country3/region2/resort6,201707,"1,476",716,216,"6,922",0:05:21,3
/global/country3/region2/resort6,201706,"1,527",770,233,"7,177",0:05:22,2
/global/country3/region2/resort7,201707,956,421,159,"4,751",0:05:15,2
/global/country3/region2/resort7,201706,965,393,149,"4,622",0:05:21,2
/global/country3/region2/resort7,201705,"1,011",388,168,"5,045",0:05:30,4
/global/country3/region2/resort8,201710,857,378,105,"4,919",0:06:51,1
/global/country3/region2/resort8,201702,861,341,152,"4,804",0:06:48,3
/global/country3/region2/resort8,201703,996,406,126,"5,598",0:06:55,2
/global/country3/region2/resort8,201704,"1,226",500,141,"7,356",0:06:51,2
/global/country3/region2/resort8,201709,"1,237",501,143,"6,841",0:06:05,6
/global/country3/region2/resort8,201708,"1,457",599,138,"8,115",0:06:03,1
/global/country3/region2/resort8,201701,"1,510",669,219,"9,362",0:06:55,4
/global/country3/region2/resort8,201705,"1,951",812,213,"10,282",0:05:46,4
/global/country3/region2/resort8,201707,"2,127",839,215,"11,379",0:05:50,5
/global/country3/region2/resort8,201706,"2,234",906,244,"11,729",0:05:30,4
/global/country3/region3,201710,"5,377",Null,967,"25,917",0:04:22,7
/global/country3/region3,201709,"7,085","3,462","1,042","36,346",0:04:56,18
/global/country3/region3,201703,"9,969","4,922","1,637","49,546",0:05:18,21
/global/country3/region3,201702,"10,498","5,162","1,976","51,230",0:05:17,19
/global/country3/region3,201708,"14,134","6,758","2,013","69,822",0:04:40,24
/global/country3/region3,201704,"14,153","6,955","1,933","71,331",0:04:57,38
/global/country3/region3,201701,"15,009","7,786","2,795","79,698",0:05:28,33
/global/country3/region3,201705,"20,884","9,994","2,727","100,243",0:04:36,38
/global/country3/region3,201707,"22,617","10,514","2,847","109,466",0:04:31,37
/global/country3/region3,201706,"28,796","13,781","3,732","132,174",0:04:09,29
/global/country3/region3/resort1,201706,855,424,174,"3,454",0:03:42,3
