Landing Page,Month,Bounce rate,Avg session duration in mins,Percentage of new sessions,Conversion rate,New Users,Pages per visit,Sessions,Bounces,Pageviews,Transactions
/global/country23/region3/resort3,Mar,15.15%,4,46.32%,0.29%,35029,4.89,"75,624","11,457","369,801",223
/global/country23/region3/resort3,July,12.58%,4,44.68%,0.19%,40614,4.78,"90,908","11,436","434,540",170
/global/country23/region3/resort3,Sept,13.81%,4,45.99%,0.25%,24365,4.88,"52,974","7,316","258,513",130
/global/country23/region3/resort3,Feb,18.40%,4,45.78%,0.26%,31902,4.77,"69,680","12,821","332,374",179
/global/country23/region3/resort3,Aug,13.58%,4,45.42%,0.18%,32050,4.72,"70,563","9,582","333,057",126
/global/country23/region3/resort3,April,13.02%,4,47.54%,0.27%,39127,4.93,"82,301","10,716","405,744",223
/global/country23/region3/resort3,May,12.52%,4,46.11%,0.22%,43180,4.83,"93,639","11,724","452,276",209
/global/country23/region3/resort3,Oct,13.53%,4,45.17%,0.26%,19212,4.83,"42,528","5,754","205,410",111
/global/country23/region3/resort4,Feb,13.32%,4,45.25%,0.20%,32343,4.79,71482,9445,342037,142
/global/country23/region3/resort4,May,25.83%,4,44.69%,0.10%,429,4.34,960,248,"4,166",1
/global/country23/region3/resort4,Oct,15.50%,4,45.98%,0.23%,27826,4.76,60516,8451,291697,140
/global/country23/region3/resort4,April,25.87%,4,47.72%,0.11%,439,4.41,920,238,"4,057",1
/global/country23/region3/resort4,Aug,30.02%,3,46.16%,0.23%,409,3.83,886,266,"3,393",2
/global/country23/region3/resort4,July,23.05%,4,44.87%,0.20%,442,4.36,985,227,"4,295",2
/global/country23/region3/resort4,Sept,21.02%,4,45.49%,0.22%,11586,4.48,25468,3518,122151,57
/global/country23/region3/resort4,Jan,25.80%,4,48.81%,0.41%,471,4.74,965,249,"4,574",4
/global/country23/region3/resort4,Mar,27.78%,4,51.24%,0.11%,474,4.13,925,257,"3,820",1
/global/country23/region3/resort4,June,24.39%,4,45.12%,0.22%,407,4.03,902,220,"3,635",2
/global/country23/region4,April,21.31%,5,46.64%,0.25%,1324,5.09,"2,839",605,"14,451",7
/global/country23/region4,Feb,20.49%,5,45.96%,0.27%,1193,5.2,"2,596",532,"13,499",7
/global/country23/region4,May,18.96%,5,42.68%,0.31%,1520,5.08,"3,561",675,"18,090",11
/global/country23/region4,Jan,25.60%,5,46.77%,0.26%,1628,3.31,"3,481",891,"11,526",9
/global/country23/region4,Aug,17.69%,5,40.16%,0.19%,1287,5.35,"3,205",567,"17,147",6
/global/country23/region4,July,17.97%,5,41.12%,0.21%,1744,5.05,"4,241",762,"21,417",9
/global/country23/region4,Oct,20.73%,5,45.84%,0.15%,606,5.37,"1,322",274,"7,099",2
/global/country23/region4,Mar,20.22%,5,44.23%,0.26%,1203,5.39,"2,720",550,"14,661",7
/global/country23/region4,June,19.30%,5,43.24%,0.16%,1613,4.95,"3,730",720,"18,464",6
/global/country23/region4,Sept,17.24%,5,44.77%,0.00%,844,5.24,"1,885",325,"9,877",0
/global/country23/region4/resort2,Jan,26.01%,5,45.94%,0.18%,1777,5.32,"3,868","1,006","20,578",7
/global/country23/region4/resort2,Sept,19.75%,4,43.32%,0.32%,941,5.06,"2,172",429,"10,990",7
/global/country23/region4/resort2,April,19.25%,5,45.54%,0.16%,1670,5.32,"3,667",706,"19,508",6
/global/country23/region4/resort2,July,16.25%,4,37.92%,0.18%,1659,5.12,"4,375",711,"22,400",8
/global/country23/region4/resort2,June,18.49%,4,41.10%,0.23%,1612,5.02,"3,922",725,"19,688",9
/global/country23/region4/resort2,Mar,20.38%,5,45.21%,0.20%,1331,4.9,"2,944",600,"14,426",6
/global/country23/region4/resort2,Aug,17.54%,4,39.89%,0.23%,1387,5.09,"3,477",610,"17,698",8
/global/country23/region4/resort2,Oct,20.49%,4,44.60%,0.12%,751,4.74,"1,684",345,"7,982",2
/global/country23/region4/resort2,May,19.09%,4,44.07%,0.30%,1895,4.78,"4,300",821,"20,554",13
/global/country23/region4/resort2,Feb,24.20%,5,42.81%,0.15%,1141,4.89,"2,665",645,"13,032",4
/global/country23/region4/resort3,Feb,23.47%,6,35.83%,0.37%,287,5.75,801,188,"4,606",3
/global/country23/region4/resort3,July,22.21%,4,37.74%,0.08%,457,5.08,"1,211",269,"6,152",1
/global/country23/region4/resort3,Oct,20.24%,4,41.45%,0.21%,1169,5.04,"2,820",546,"14,060",6
/global/country23/region4/resort3,May,21.72%,4,41.00%,0.10%,419,4.84,"1,022",222,"4,946",1
/global/country23/region4/resort3,Mar,22.97%,5,38.01%,0.10%,379,5.52,997,229,"5,503",1
/global/country23/region4/resort3,Aug,19.37%,4,36.45%,0.22%,335,4.9,919,178,"4,503",2
/global/country23/region4/resort3,Sept,21.66%,5,41.28%,0.21%,760,5.1,"1,842",387,"9,170",4
/global/country23/region4/resort3,April,21.77%,4,35.55%,0.29%,369,5.14,"1,038",226,"5,335",3
/global/country23/region4/resort3,June,20.08%,4,34.89%,0.30%,344,4.94,986,198,"4,871",3
/global/country23/region4/resort3,Jan,20.76%,4,39.78%,0.22%,658,5.05,"1,655",334,"8,267",4
/global/country23/region4/resort4,May,22.43%,4,45.27%,0.40%,450,4.48,994,223,"4,453",4
/global/country23/region4/resort4,July,21.09%,5,44.51%,0.09%,515,4.96,"1,157",244,"5,739",1
/global/country23/region4/resort4,Jan,22.43%,5,47.24%,0.22%,436,5.12,923,207,"4,726",2
/global/country23/region4/resort4,Aug,24.59%,4,44.99%,0.00%,355,4.55,789,194,"3,590",0
/global/country23/region4/resort4,Mar,22.22%,4,43.06%,0.19%,495,4.76,"1,149",249,"5,512",2
/global/country23/region4/resort4,Oct,21.89%,4,41.61%,0.22%,487,4.9,"1,170",251,"5,740",3
/global/country23/region4/resort4,June,23.03%,4,43.07%,0.56%,460,4.34,"1,068",246,"4,635",6
/global/country23/region4/resort4,Feb,23.08%,4,44.94%,0.15%,429,4.81,954,217,"4,609",1
/global/country23/region4/resort4,April,21.01%,5,45.06%,0.25%,356,4.74,790,166,"3,745",2
/global/country23/region4/resort4,Sept,22.42%,5,44.15%,0.21%,441,4.77,"1,000",222,"4,787",2
/global/country23/region6,April,19.80%,4,42.78%,0.20%,4304,4.81,"10,061","1,992","48,393",20
/global/country23/region6,Sept,16.37%,5,41.05%,0.15%,2708,5.16,"6,597","1,080","34,041",10
/global/country23/region6,May,18.57%,5,41.74%,0.18%,3758,4.89,"9,003","1,672","44,025",16
/global/country23/region6,July,15.64%,5,39.51%,0.13%,4202,5.13,"10,635","1,663","54,558",14
/global/country23/region6,Oct,17.42%,5,42.88%,0.12%,1814,5.08,"4,230",737,"21,488",5
/global/country23/region6,Aug,17.28%,4,40.89%,0.12%,3977,4.9,"9,725","1,680","47,653",12
/global/country23/region6,Feb,23.76%,5,43.09%,0.27%,4239,4.84,"9,837","2,337","47,611",27
/global/country23/region6,Jan,26.30%,5,44.92%,0.17%,6246,5.02,"13,905","3,657","69,803",23
/global/country23/region6,Mar,21.86%,5,44.44%,0.15%,4030,5.05,"9,068","2,197","45,646",14
/global/country23/region6,June,16.87%,5,39.07%,0.21%,3750,4.88,"9,599","1,619","46,843",20
/global/country23/region6/resort1,Oct,10.38%,6,39.93%,0.69%,581,5.7,"1,455",151,"8,294",10
/global/country23/region6/resort1,Sept,9.94%,5,44.29%,0.25%,900,5.47,"2,032",202,"11,115",5
/global/country23/region6/resort1,Mar,10.16%,6,42.47%,0.43%,741,5.59,"1,744",177,"9,704",8
/global/country23/region6/resort1,June,10.35%,6,39.49%,0.17%,904,5.46,"2,289",237,"12,498",4
/global/country23/region6/resort1,Feb,19.87%,5,39.22%,0.18%,1297,4.99,"3,307",657,"16,502",6
/global/country23/region6/resort1,Aug,9.50%,6,41.98%,0.60%,1047,5.74,"2,494",237,"14,316",15
/global/country23/region6/resort1,May,8.89%,7,39.59%,0.37%,859,5.93,"2,170",193,"12,868",8
/global/country23/region6/resort1,Jan,20.79%,5,43.05%,0.36%,1789,5.41,"4,156",864,"22,484",15
/global/country23/region6/resort1,April,11.57%,6,37.26%,0.17%,1076,5.47,"2,888",334,"15,797",5
/global/country23/region6/resort1,July,8.52%,6,40.02%,0.15%,1052,5.88,"2,629",224,"15,459",4
/global/country23/region6/resort2,Mar,20.87%,5,47.12%,0.43%,1095,4.62,"2,324",485,"10,737",10
/global/country23/region6/resort2,Feb,21.95%,5,43.34%,0.21%,1009,4.52,"2,328",511,"10,523",5
/global/country23/region6/resort2,Jan,22.65%,5,45.18%,0.25%,1091,5.11,"2,415",547,"12,341",6
/global/country23/region6/resort2,July,12.00%,6,41.99%,0.26%,490,5.18,"1,167",140,"6,045",3
/global/country23/region6/resort2,Oct,15.19%,6,42.12%,0.31%,1056,5.32,"2,508",393,"13,397",8
/global/country23/region6/resort2,June,12.15%,6,43.36%,0.47%,464,5.33,"1,070",130,"5,703",5
/global/country23/region6/resort2,Aug,9.88%,6,43.58%,0.18%,472,5.49,"1,083",107,"5,946",2
/global/country23/region6/resort2,April,17.92%,5,43.96%,0.06%,753,5,"1,713",307,"8,565",1
/global/country23/region6/resort2,May,11.18%,6,39.78%,0.30%,395,5.63,993,111,"5,591",3
/global/country23/region6/resort2,Sept,15.37%,6,43.16%,0.25%,716,5.2,"1,660",281,"8,514",4
/global/country23/region6/resort3,Oct,25.00%,3,43.48%,0.38%,4398,3.89,"10,116","2,529","39,351",38
/global/country23/region6/resort3,Aug,25.67%,3,41.24%,0.47%,4832,3.99,"11,716","3,007","46,747",55
/global/country23/region6/resort3,Mar,33.70%,3,50.62%,0.47%,7278,3.7,"14,378","4,845","53,199",67
/global/country23/region6/resort3,Feb,36.18%,3,51.78%,0.34%,7187,3.5,"13,879","5,021","48,577",47
/global/country23/region6/resort3,July,27.59%,3,48.68%,0.48%,7861,3.88,"16,148","4,455","62,654",77
/global/country23/region6/resort3,June,28.66%,3,47.67%,0.40%,6289,3.83,"13,193","3,781","50,529",53
/global/country23/region6/resort3,Jan,38.93%,3,54.46%,0.46%,10432,3.62,"19,155","7,457","69,341",88
/global/country23/region6/resort3,May,28.09%,3,50.01%,0.47%,6936,3.85,"13,868","3,896","53,392",65
/global/country23/region6/resort3,Sept,25.24%,3,40.97%,0.53%,3511,4.23,"8,569","2,163","36,247",45
/global/country23/region6/resort3,April,28.53%,3,49.55%,0.48%,6570,4,"13,258","3,783","53,032",63
/global/country23/region6/resort4,Sept,19.18%,4,45.86%,0.17%,3559,4.57,"7,760","1,488","35,463",13
/global/country23/region6/resort4,Oct,19.83%,4,47.14%,0.19%,2223,4.62,"4,716",935,"21,788",9
/global/country23/region6/resort4,June,21.39%,3,44.37%,0.08%,6815,4.29,"15,359","3,285","65,890",12
/global/country23/region6/resort4,Mar,30.77%,3,45.99%,0.10%,5307,4.03,"11,539","3,551","46,502",11
/global/country23/region6/resort4,April,22.65%,3,46.54%,0.28%,4963,4.36,"10,664","2,497","45,996",29
/global/country23/region6/resort4,Aug,20.24%,3,43.38%,0.11%,4761,4.51,"10,974","2,221","49,493",12
/global/country23/region6/resort4,July,21.12%,3,45.23%,0.14%,6546,4.34,"14,472","3,056","62,808",20
/global/country23/region6/resort4,Feb,31.11%,4,47.31%,0.10%,5656,4.09,"11,956","3,720","48,900",12
/global/country23/region6/resort4,May,22.27%,4,45.37%,0.10%,7357,4.43,"16,216","3,611","71,837",17
/global/country23/region6/resort4,Jan,32.39%,3,52.24%,0.11%,13874,4.26,"26,557","8,602","113,133",30
/global/country23/region6/resort5,Aug,12.98%,5,46.69%,0.09%,536,5.07,"1,148",149,"5,820",1
/global/country23/region6/resort5,June,14.37%,5,46.99%,0.09%,507,4.72,"1,079",155,"5,093",1
/global/country23/region6/resort5,July,13.71%,5,46.67%,0.32%,589,4.9,"1,262",173,"6,184",4
/global/country23/region6/resort5,May,14.88%,5,46.93%,0.31%,451,5.12,961,143,"4,920",3
/global/country23/region6/resort5,April,20.93%,4,49.59%,0.05%,1021,4.38,"2,059",431,"9,018",1
/global/country23/region6/resort5,Mar,24.41%,4,46.81%,0.00%,1124,4.1,"2,401",586,"9,844",0
/global/country23/region6/resort5,Jan,23.84%,4,51.06%,0.15%,1403,4.6,"2,748",655,"12,641",4
/global/country23/region6/resort5,Sept,13.35%,5,47.89%,0.12%,409,4.9,854,114,"4,185",1
/global/country23/region6/resort5,Feb,24.20%,4,48.36%,0.05%,1003,4.09,"2,074",502,"8,483",1
/global/country23/region6/resort5,Oct,18.07%,5,48.29%,0.11%,783,4.65,"1,621",323,"7,354",2
/global/country23/region6/resort6,Sept,23.65%,3,46.24%,0.00%,436,4.39,943,223,"4,140",0
/global/country23/region6/resort6,Oct,19.67%,4,48.37%,0.11%,802,4.57,"1,658",350,"7,419",2
/global/country23/region6/resort6,May,18.98%,4,44.31%,0.16%,822,4.68,"1,855",352,"8,681",3
/global/country23/region6/resort6,Jan,24.22%,4,44.88%,0.00%,854,4.88,"1,903",461,"9,287",0
/global/country23/region6/resort6,Aug,19.50%,4,45.81%,0.16%,585,4.69,"1,277",249,"5,989",2
/global/country23/region6/resort6,Feb,27.51%,4,45.13%,0.23%,584,4.29,"1,294",356,"5,551",3
/global/country23/region6/resort6,Mar,27.33%,4,45.20%,0.15%,622,4.16,"1,376",376,"5,724",2
/global/country23/region6/resort6,July,20.39%,4,45.87%,0.06%,722,4.48,"1,574",321,"7,052",1
/global/country23/region6/resort6,April,19.67%,4,46.75%,0.13%,706,4.57,"1,510",297,"6,901",2
/global/country23/region6/resort6,June,19.39%,4,43.20%,0.06%,762,4.31,"1,764",342,"7,603",1
/global/country23/region6/resort7,June,16.82%,5,38.04%,0.25%,1393,5,"3,662",616,"18,310",9
/global/country23/region6/resort7,Oct,16.14%,5,40.15%,0.15%,791,5.08,"1,970",318,"10,008",3
/global/country23/region6/resort7,Jan,20.35%,5,40.12%,0.42%,1155,5.63,"2,879",586,"16,209",12
/global/country23/region6/resort7,July,15.43%,5,39.59%,0.25%,1591,5.11,"4,019",620,"20,537",10
/global/country23/region6/resort7,Aug,15.43%,5,37.99%,0.22%,1200,5.01,"3,159",487,"15,827",7
/global/country23/region6/resort7,Feb,21.67%,5,38.07%,0.26%,889,4.87,"2,335",506,"11,371",6
/global/country23/region6/resort7,May,16.39%,5,40.16%,0.32%,1379,4.99,"3,434",563,"17,136",11
/global/country23/region6/resort7,April,17.33%,5,39.00%,0.42%,1213,5.22,"3,110",539,"16,234",13
/global/country23/region6/resort7,Sept,14.67%,5,38.66%,0.35%,983,5.11,"2,543",373,"12,995",9
/global/country23/region6/resort7,Mar,20.98%,5,40.58%,0.25%,1122,4.87,"2,765",580,"13,466",7
/global/country23/region7,April,23.06%,5,38.37%,0.12%,965,4.86,"2,515",580,"12,223",3
/global/country23/region7,July,18.23%,5,37.74%,0.11%,679,4.96,"1,799",328,"8,923",2
/global/country23/region7,Sept,18.47%,5,38.92%,0.27%,1054,4.99,"2,708",495,"13,522",7
/global/country23/region7,Aug,21.35%,4,39.05%,0.23%,503,4.66,"1,288",275,"6,002",3
/global/country23/region7,May,21.21%,5,39.02%,0.19%,631,4.81,"1,617",343,"7,778",3
/global/country23/region7,Oct,19.08%,5,39.16%,0.27%,948,4.94,"2,420",453,"12,031",6
/global/country23/region7,Jan,27.64%,5,45.62%,0.13%,1030,5.25,"2,258",624,"11,855",3
/global/country23/region7,Mar,27.77%,5,41.52%,0.07%,619,4.63,"1,491",414,"6,903",1
/global/country23/region7,June,20.90%,5,43.08%,0.13%,672,4.82,"1,560",326,"7,519",2
/global/country23/region7,Feb,29.46%,4,44.83%,0.05%,872,4.24,"1,945",573,"8,247",1
/global/country23/region7/resort2,Sept,21.53%,4,50.50%,0.08%,2674,4.67,"5,295","1,140","24,728",4
/global/country23/region7/resort2,Oct,23.05%,5,43.74%,0.15%,1000,4.78,"2,287",516,"10,954",3
/global/country23/region7/resort2,Mar,28.16%,4,50.57%,0.15%,5501,4.38,"10,878","3,063","47,646",16
/global/country23/region7/resort2,Feb,31.47%,3,50.55%,0.12%,4760,4.13,"9,416","2,963","38,888",11
/global/country23/region7/resort2,June,21.75%,3,49.42%,0.12%,4944,4.44,"10,005","2,176","44,422",12
/global/country23/region7/resort2,July,21.31%,4,49.30%,0.09%,5201,4.54,"10,549","2,248","47,892",10
/global/country23/region7/resort2,May,21.99%,4,50.57%,0.20%,5381,4.57,"10,640","2,340","48,625",21
/global/country23/region7/resort2,Aug,21.36%,3,51.65%,0.10%,4096,4.61,"7,931","1,694","36,562",8
/global/country23/region7/resort2,April,22.95%,4,50.92%,0.13%,6521,4.57,"12,807","2,939","58,528",17
/global/country23/region7/resort2,Jan,33.37%,4,52.32%,0.11%,7407,4.44,"14,158","4,725","62,862",15
/global/country23/region7/resort3,Sept,11.67%,5,42.62%,0.22%,2510,5.46,"5,889",687,"32,154",13
/global/country23/region7/resort3,Mar,17.96%,5,43.28%,0.33%,4005,5.07,"9,254","1,662","46,918",31
/global/country23/region7/resort3,May,13.23%,5,42.97%,0.23%,6631,5.33,"15,433","2,042","82,258",36
/global/country23/region7/resort3,Aug,11.42%,5,41.27%,0.20%,3635,5.37,"8,807","1,006","47,294",18
/global/country23/region7/resort3,Jan,23.52%,5,30.26%,0.16%,5043,5.46,"16,664","3,919","90,985",26
/global/country23/region7/resort3,July,11.24%,5,40.62%,0.20%,5085,5.34,"12,519","1,407","66,851",25
/global/country23/region7/resort3,April,14.56%,5,42.91%,0.22%,5227,5.34,"12,181","1,774","65,047",27
/global/country23/region7/resort3,June,12.78%,4,41.84%,0.17%,5978,5.11,"14,287","1,826","73,007",25
/global/country23/region7/resort3,Feb,20.66%,5,42.86%,0.22%,3779,5.06,"8,818","1,822","44,619",19
/global/country23/region7/resort3,Oct,11.48%,5,43.82%,0.23%,1894,5.54,"4,322",496,"23,944",10
/global/country24,Mar,21.17%,3,56.23%,0.00%,2289,4.83,"4,071",862,"19,663",0
/global/country24,May,20.99%,3,51.36%,0.03%,1789,4.82,"3,483",731,"16,788",1
/global/country24,Aug,60.39%,2,48.51%,0.00%,1908,2.18,"3,933","2,375","8,574",0
/global/country24,Jan,28.37%,4,44.51%,0.15%,3265,4.35,"7,335","1,616","34,927",11
/global/country24,April,20.73%,3,54.22%,0.00%,1959,4.94,"3,613",749,"17,848",0
/global/country24,June,20.59%,3,50.62%,0.00%,1787,4.68,"3,530",727,"16,520",0
/global/country24,Oct,64.55%,2,52.25%,0.00%,1673,2.02,"3,202","2,067","6,468",0
/global/country24,Feb,21.25%,3,55.08%,0.00%,2167,4.88,"3,934",836,"19,198",0
/global/country24,Sept,61.97%,2,51.56%,0.00%,1814,2.12,"3,518","2,180","7,458",0
/global/country24,July,51.87%,2,50.47%,0.00%,2029,2.89,"4,020","2,085","11,618",0
/global/country25,April,45.85%,3,51.91%,0.11%,463,3.78,892,409,"3,372",1
/global/country25,May,56.52%,2,51.37%,0.08%,658,3.26,"1,281",724,"4,176",1
/global/country25,Oct,11.55%,3,51.49%,0.05%,2077,5.16,"4,034",466,"20,815",2
/global/country25,July,60.36%,2,49.01%,0.03%,1783,2.82,"3,638","2,196","10,259",1
/global/country25,Feb,52.62%,2,55.29%,0.10%,580,3.07,"1,049",552,"3,220",1
/global/country25,June,56.01%,2,48.49%,0.00%,690,3.1,"1,423",797,"4,411",0
/global/country25,Mar,51.40%,3,52.64%,0.00%,508,125.29,965,496,"120,907",0
/global/country25,Sept,14.36%,3,50.28%,0.04%,2518,5.21,"5,008",719,"26,092",2
/global/country25,Aug,53.10%,2,48.61%,0.00%,1589,3.17,"3,269","1,736","10,363",0
/global/country25,Jan,43.57%,3,50.59%,0.05%,1245,3.76,"2,461",949,"9,656",1
/global/country26,July,13.41%,4,46.19%,0.11%,27482,5.18,"59,501","7,979","308,215",68
/global/country26,May,13.94%,5,46.61%,0.16%,19536,5.38,"41,914","5,843","225,497",65
/global/country26,Aug,12.41%,5,44.95%,0.16%,18539,5.44,"41,240","5,118","224,346",67
/global/country26,Sept,12.19%,5,44.81%,0.19%,12674,5.61,"28,284","3,448","158,673",53
/global/country26,Jan,24.25%,5,49.14%,0.20%,12294,5.37,"25,016","6,066","134,336",49
/global/country26,April,15.23%,5,48.09%,0.22%,14464,5.52,"30,077","4,581","166,025",67
/global/country26,June,13.79%,5,45.45%,0.14%,20588,5.16,"45,302","6,247","233,758",62
/global/country26,Oct,13.07%,5,48.04%,0.15%,10439,5.65,"21,731","2,840","122,780",32
/global/country26,Feb,19.44%,5,47.01%,0.20%,10357,5.32,"22,033","4,283","117,216",45
/global/country26,Mar,16.44%,5,48.13%,0.20%,11528,5.38,"23,954","3,938","128,873",49
/global/country26/region1,April,16.40%,5,47.85%,0.19%,2013,5.32,"4,207",690,"22,381",8
/global/country26/region1,Oct,15.00%,5,45.69%,0.19%,1474,5.38,"3,226",484,"17,356",6
/global/country26/region1,June,15.64%,5,46.88%,0.19%,2787,5.22,"5,945",930,"31,033",11
/global/country26/region1,Sept,13.47%,5,43.72%,0.41%,1902,5.56,"4,350",586,"24,186",18
/global/country26/region1,Feb,18.63%,5,47.02%,0.35%,1088,5.34,"2,314",431,"12,357",8
/global/country26/region1,Jan,25.86%,5,48.52%,0.24%,1030,5.39,"2,123",549,"11,443",5
/global/country26/region1,May,15.19%,5,48.30%,0.18%,2630,5.24,"5,445",827,"28,532",10
/global/country26/region1,July,13.67%,4,46.63%,0.16%,4017,5.16,"8,615","1,178","44,453",14
/global/country26/region1,Mar,14.89%,6,46.94%,0.43%,1409,5.55,"3,002",447,"16,661",13
/global/country26/region1,Aug,14.38%,5,43.74%,0.23%,2522,5.49,"5,766",829,"31,655",13
/global/country26/region2,April,15.07%,4,50.70%,0.45%,1127,4.8,"2,223",335,"10,670",10
/global/country26/region2,Feb,17.68%,4,47.22%,0.25%,748,4.94,"1,584",280,"7,825",4
/global/country26/region2,Oct,15.47%,4,40.97%,0.38%,429,4.98,"1,047",162,"5,214",4
/global/country26/region2,May,14.63%,4,50.02%,0.24%,1436,4.78,"2,871",420,"13,723",7
/global/country26/region2,Sept,13.37%,4,41.71%,0.37%,674,5.05,"1,616",216,"8,161",6
/global/country26/region2,Jan,26.22%,3,47.31%,0.16%,915,4.66,"1,934",507,"9,012",3
/global/country26/region2,Mar,13.81%,4,51.23%,0.28%,916,5.26,"1,788",247,"9,405",5
/global/country26/region2,Aug,13.08%,4,43.29%,0.19%,1148,4.84,"2,652",347,"12,836",5
/global/country26/region2,July,14.25%,3,47.15%,0.18%,2078,4.79,"4,407",628,"21,110",8
/global/country26/region2,June,16.21%,4,48.60%,0.25%,1562,4.66,"3,214",521,"14,977",8
/global/country26/region3,May,13.38%,4,44.60%,0.66%,2110,4.67,"4,731",633,"22,094",31
/global/country26/region3,Oct,13.41%,3,38.52%,0.35%,1086,4.67,"2,819",378,"13,165",10
/global/country26/region3,Feb,17.30%,3,46.59%,0.35%,1344,4.46,"2,885",499,"12,867",10
/global/country26/region3,April,13.61%,3,45.33%,0.57%,1505,4.73,"3,320",452,"15,704",19
/global/country26/region3,Jan,24.39%,3,49.97%,0.37%,1871,4.37,"3,744",913,"16,361",14
/global/country26/region3,Mar,13.56%,4,45.17%,0.43%,1262,4.8,"2,794",379,"13,411",12
/global/country26/region3,Aug,13.75%,3,38.35%,0.28%,2083,4.66,"5,432",747,"25,313",15
/global/country26/region3,Sept,14.30%,3,35.78%,0.52%,1176,4.68,"3,287",470,"15,383",17
/global/country26/region3,July,13.87%,3,43.93%,0.33%,3590,4.38,"8,173","1,134","35,798",27
/global/country26/region3,June,14.75%,3,44.35%,0.40%,2432,4.47,"5,484",809,"24,513",22
/global/country26/region3/resort1,May,13.41%,4,41.55%,0.42%,499,4.91,"1,201",161,"5,897",5
/global/country26/region3/resort1,Jan,15.21%,3,43.12%,0.39%,1802,4.63,"4,179",633,"19,048",16
/global/country26/region3/resort1,Mar,14.21%,3,41.73%,0.37%,1930,4.62,"4,626",659,"20,992",17
/global/country26/region3/resort1,Feb,14.21%,3,41.73%,0.37%,1930,4.62,"4,626",659,"20,992",17
/global/country26/region3/resort1,April,13.17%,5,41.57%,0.33%,382,5.22,919,121,"4,797",3
/global/country26/region3/resort1,June,13.26%,5,40.07%,0.15%,535,4.89,"1,335",177,"6,528",2
/global/country26/region3/resort1,Sept,13.68%,5,39.93%,0.50%,321,5.46,804,110,"4,390",4
/global/country26/region3/resort1,Aug,10.72%,5,36.88%,0.34%,430,5.42,"1,166",125,"6,320",4
/global/country26/region3/resort1,July,11.92%,4,40.09%,0.06%,629,4.83,"1,569",187,"7,578",1
/global/country26/region3/resort1,Oct,13.31%,4,41.41%,0.34%,940,4.96,"2,270",315,"10,727",8
/global/country26/region3/resort2,Aug,16.44%,4,41.45%,0.17%,2448,5.06,"5,906",971,"29,884",10
/global/country26/region3/resort2,April,18.76%,5,28.55%,0.32%,1152,5.08,"4,035",757,"20,498",13
/global/country26/region3/resort2,Mar,19.86%,5,44.36%,0.29%,1242,5.21,"2,800",556,"14,588",8
/global/country26/region3/resort2,Oct,17.22%,4,43.83%,0.13%,1385,5.06,"3,160",544,"15,990",4
/global/country26/region3/resort2,Jan,23.49%,5,44.44%,0.11%,1207,5.6,"2,716",638,"15,210",3
/global/country26/region3/resort2,Feb,21.14%,5,41.80%,0.18%,935,5.1,"2,237",473,"11,409",4
/global/country26/region3/resort2,July,17.02%,4,44.31%,0.10%,3389,4.91,"7,648","1,302","37,552",8
/global/country26/region3/resort2,June,17.69%,4,41.33%,0.17%,2421,4.99,"5,858","1,036","29,231",10
/global/country26/region3/resort2,May,16.31%,5,42.34%,0.27%,2359,5.19,"5,572",909,"28,919",15
/global/country26/region3/resort2,Sept,18.84%,5,41.21%,0.19%,1894,5.14,"4,597",830,"23,411",9
/global/country26/region3/resort3,Sept,16.89%,5,45.67%,0.08%,1122,5.22,"2,457",415,"12,826",2
/global/country26/region3/resort3,Aug,15.62%,5,42.22%,0.22%,1362,5.13,"3,226",504,"16,549",7
/global/country26/region3/resort3,Jan,18.86%,5,44.91%,0.32%,569,5.74,"1,267",239,"7,273",4
/global/country26/region3/resort3,June,15.86%,5,41.95%,0.20%,1275,4.85,"3,039",482,"14,739",6
/global/country26/region3/resort3,April,16.29%,5,42.42%,0.35%,966,5.58,"2,277",371,"12,706",8
/global/country26/region3/resort3,Oct,15.75%,5,43.47%,0.19%,679,5.14,"1,562",246,"8,029",3
/global/country26/region3/resort3,May,15.50%,5,42.39%,0.14%,1209,5.33,"2,852",442,"15,201",4
/global/country26/region3/resort3,July,17.40%,5,42.15%,0.25%,1198,5.4,"2,842",486,"14,985",7
/global/country26/region3/resort3,Mar,18.99%,6,42.45%,0.24%,720,5.4,"1,696",322,"9,158",4
/global/country26/region3/resort3,Feb,15.27%,6,43.05%,0.32%,533,5.47,"1,238",189,"6,772",4
/global/country27/region1,May,10.47%,4,53.97%,0.04%,2924,5.02,"5,418",567,"27,198",2
/global/country27/region1,Feb,15.47%,4,56.51%,0.04%,3087,4.84,"5,463",845,"26,441",2
/global/country27/region1,Aug,10.07%,4,53.79%,0.00%,2387,4.77,"4,438",447,"21,169",0
/global/country27/region1,June,11.04%,4,53.55%,0.00%,1857,5.08,"3,468",383,"17,617",0
/global/country27/region1,April,11.76%,4,54.59%,0.02%,2564,4.93,"4,697",561,"23,106",1
/global/country27/region1,Mar,14.32%,4,58.38%,0.00%,3099,5.02,"5,308",760,"26,646",0
/global/country27/region1,Oct,11.04%,4,56.21%,0.08%,2068,5.02,"3,679",406,"18,469",3
/global/country27/region1,Sept,9.51%,4,53.12%,0.05%,2324,5.02,"4,375",416,"21,963",2
/global/country27/region1,July,11.50%,4,51.78%,0.07%,2224,4.98,"4,295",494,"21,389",3
